"movie_odid","display_name","rating","reason"
"192340100","The Rocket","Not Rated",""
"192350100","What Richard Did","Not Rated",""
"192420100","Go Goa Gone","Not Rated",""
"192510100","Exodus: Gods and Kings","PG-13","for violence including battle sequences and intense images."
"192520100","LEGO Batman: The Movie - DC Superheroes Unite","Not Rated",""
"192580100","Assassin’s Creed","PG-13","for intense sequences of violence and action, thematic elements and brief strong language."
"192600100","Asylum","R","for language, violence, sexual content and brief nudity."
"192610100","Bad Words","R","for crude and sexual content, language and brief nudity."
"192620100","Cassadaga","R","for violence, disturbing images, sexual content and language."
"192640100","Justice League: The Flashpoint Paradox","PG-13","for sci-fi violence and action throughout."
"192660100","Oculus","R","for terror, violence, some disturbing images and brief language."
"192670100","Floquet de Neu","PG","for thematic elements and some mild rude humor."
"192690100","La stratégie de la poussette","Not Rated",""
"192700100","Endless Love","PG-13","for sexual content, brief partial nudity, some language and teen partying."
"192720100","3 Days to Kill","PG-13","for intense sequences of violence and action, some sensuality and language."
"192730100","Ghost Team One","R","for strong sexual content, brief graphic nudity, pervasive language, some drug use and violence."
"192760100","100 Bloody Acres","Not Rated",""
"192800100","Fukrey","Not Rated",""
"192820100","Her","R","for language, sexual content and brief graphic nudity."
"192830100","Yeh Jawaani Hai Deewani","Not Rated",""
"192840100","Short Term 12","R","for language and brief sexuality."
"192850100","Nostalghia","Not Rated",""
"192910100","Alien Uprising","R","for violence, pervasive language and some sexual content."
"192920100","Assaulted: Civil Rights Under Fire","PG-13","for violent disturbing images and brief strong language."
"192930100","Curse of Chucky","R","for bloody horror violence, and for language."
"192950100","Heart of the Country","PG","for mild thematic elements."
"193020100","StreetDance 3D","PG-13","for some suggestive content and brief language."
"193030100","Wer","R","for strong horror violence, gruesome images and language."
"193050100","Lost and Found in Armenia","Not Rated",""
"193060100","Hello Herman","Not Rated",""
"193090100","Apartment 1303","R","for language, some violent content and brief sexuality."
"193100100","Victor Frankenstein","PG-13","for macabre images, violence and a sequence of destruction."
"193110100","Alvin and the Chipmunks: The Road Chip","PG","or some mild rude humor and language."
"193220100","Grabbers","Not Rated",""
"193240100","The Time Being","Not Rated",""
"193250100","Non-Stop","PG-13","for intense sequences of action and violence, some, language, sensuality and drug references."
"193300100","Adore","R","for sexual content and language."
"193310100","After Tiller","PG-13","for mature thematic material involving abortion, and brief strong language."
"193320100","All is Bright","R","for language and brief nudity."
"193330100","Banshee Chapter","R","for some violence/disturbing images, drug use, language and brief nudity."
"193340100","Cold Comes the Night","R","for violence and language."
"193360100","Mother of George","R","for sexuality, some language and a disturbing image."
"193370100","Nothing Left to Fear","R","for disturbing violent content and some language."
"193390100","Terms and Conditions May Apply","Not Rated",""
"193400100","Smultronstallet","Not Rated","NULL"
"193420100","The Canyons","R","for strong sexual content including graphic nudity, language throughout, a bloody crime scene and brief drug use."
"193430100","Downloaded","Not Rated",""
"193440100","Call Me Kuchu","Not Rated",""
"193450100","Touchy Feely","R","for language, some drug use and brief sexuality."
"193470100","Homefront","R","for strong violence, pervasive language, drug content and brief sexuality."
"193480100","Planes: Fire and Rescue","PG",""
"193490100","The Hundred-Foot Journey","PG","for thematic elements, some violence, language and brief sensuality."
"193500100","The Expendables 3","PG-13","for violence including intense sustained gun battles and fight scenes, and for language."
"193510100","Alexander and the Terrible, Horrible, No Good, Very Bad Day","PG","for rude humor including some reckless behavior and language."
"193520100","200 Cartas","Not Rated",""
"193530100","Into the Woods","PG","for thematic elements, fantasy action and peril, and some suggestive material."
"193540100","Do Not Disturb","Not Rated",""
"193640100","Dolphin Tale 2","PG","for some mild thematic elements."
"193650100","A.C.O.D.","R","for language and brief sexual content."
"193660100","American Made Movie","G",""
"193710100","Bad Ass 2: Bad Asses","R","for violence, language, some sexuality/nudity and drug use."
"193720100","Independence Day: Resurgence","PG-13","for sequences of sci-fi action and destruction, and for some language."
"193730100","Miss Peregrine’s Home for Peculiar Children","PG-13","for intense sequences of fantasy action/violence and peril."
"193750100","Somm","Not Rated",""
"193780100","The Look of Love","Not Rated",""
"193790100","Narco Cultura","R","for grisly graphic images of disturbing violent content, drug material, language and brief nudity."
"193800100","That Awkward Moment","R","for sexual content and language throughout."
"193810100","Self/Less","PG-13","for sequences of violence, some sexuality, and language."
"193820100","The Young Messiah","PG-13","for some violence and thematic elements."
"193830100","Inside Out","PG","for mild thematic elements and some action."
"193870100","Which Way is the Front Line From Here? The Life and Times of Tim Hetherington","Not Rated",""
"193890100","Raanjhanaa","Not Rated",""
"193900100","An American Girl: Saige Paints the Sky","Not Rated",""
"193910100","A perdre la raison","Not Rated",""
"193940100","Oxygen for the Ears: Living Jazz","Not Rated",""
"193960100","Promocion fantasma","R","for sexualcontent, nudity and language."
"194000100","The Smurfs the Legend of Smurfy Hollow","G",""
"194020100","The Ultimate Life","PG","for a brief battle scene and mild thematic elements."
"194030100","We Are What We Are","R","for disturbing violence, bloody images, some sexuality, nudity and language."
"194070100","Fifty Shades of Grey","R","for strong sexual content including dialogue, some unusual behavior and graphic nudity, and for language."
"194080100","In Search of Blind Joe Death: The Saga of John Fahey","Not Rated",""
"194100100","Afternoon Delight","R","for strong sometimes graphic sexual content, language and some drug use."
"194110100","Viola","Not Rated",""
"194130100","Cinderella","PG","for mild thematic elements."
"194140100","Terminator: Genisys","PG-13","for intense sequences of sci -fi violence and gunplay throughout, partial nudity and \nbrief strong language."
"194150100","Moana","PG","for peril, some scary images and brief thematic elements."
"194170100","Detention of the Dead","Not Rated",""
"194190100","Ghanchakkar","Not Rated",""
"194210100","Evil Intent","Not Rated",""
"194220100","Blue Caprice","R","for disturbing violent content, language and brief drug use."
"194230100","The Summit","R","for some language."
"194240100","Una Noche","Not Rated",""
"194250100","No se Aceptan Devoluciones","PG-13","for sexual content, thematic elements and language."
"194260100","Drew: The Man Behind the Poster","Not Rated",""
"194270100","Fright Night 2: New Blood","R","for bloody violence, sexuality/nudity and language."
"194290100","Iron Man and Hulk: Heroes United","PG","for sci - fi action violence and brief mild language."
"194310100","Night Train to Lisbon","R","for a scene of violence, and brief sexuality."
"194320100","Things Never Said","R","for pervasive language and some sexual content."
"194340100","Minnie's the Wizard of Dizz","Not Rated","NULL"
"194360100","Bhaag Milkha Bhaag","Not Rated",""
"194510100","Sweetwater","R","for strong violence, language, some sexual content and graphic nudity."
"194520100","Broken","Not Rated",""
"194540100","I Declare War","Not Rated",""
"194550100","Out of the Clear Blue Sky","Not Rated",""
"194560100","Unbroken","PG-13","for war violence including intense sequences of brutality, and for brief language"
"194570100","Spectre","PG-13","for intense sequences of action and violence, some disturbing images, sensuality and language."
"194580100","Revelation Road 2","Not Rated",""
"194590100","Diaz: Don't Clean Up This Blood","Not Rated",""
"194690100","La Vie d'Adèle – Chapitres 1 & 2","NC-17","for explicit sexual content."
"194710100","Spark: A Burning Man Story","Not Rated",""
"194720100","Paradies: Glaube","Not Rated",""
"194730100","Savannah","PG-13","for brief sexuality."
"194740100","As I Lay Dying","R","for disturbing images, some sexual content and brief nudity."
"194750100","I'm in Love with a Church Girl","PG","for thematic elements, a scene of violence, some suggestive content and brief\nlanguage."
"194760100","Jackass Presents: Bad Grandpa","R","for strong crude and sexual content throughout, language, some graphic nudity\nand brief drug use."
"194790100","Belle","PG","for thematic elements, some language and brief smoking images."
"194800100","Dom Hemingway","R","for sexual content, nudity, pervasive language, some violence and drug use."
"194840100","C.O.G.","R","for language and some sexual content."
"194860100","Bounty Killer","R","for strong bloody violence, language and some sexuality/nudity."
"194870100","CBGB","R","for language throughout, some sexual content, drug use, and a scene of\nviolence."
"194920100","In the Blood","R","for strong violence and language."
"194930100","Comme un chef","PG-13","for brief strong language."
"194950100","One Chance","PG-13","for some language and sexual material."
"194960100","Plush","R","for sexual material, violence, language and some drug use."
"194980100","Trust Me","R","for language."
"194990100","Underdogs","PG","for some language."
"195000100","Very Good Girls","R","for language and sexual content."
"195020100","Concussion","R","for strong sexual content and some violence."
"195030100","The Little Rascals Save the Day","PG","for some mild rude humor."
"195040100","Louder Than Words","PG-13","for brief strong language, some thematic material and smoking."
"195050100","The Possession of Michael King","R","for disturbing and violent content, language, some drug use and sexual material."
"195080100","The Trials of Muhammad Ali","Not Rated",""
"195090100","Kill the Messenger","R","for language and drug content."
"195100100","How I Live Now","R","for violence, disturbing images, language and some sexuality."
"195110100","Enough Said","PG-13","for sexual content, some thematic material and brief language."
"195120100","Chennai Express","Not Rated",""
"195150100","La maison de la radio","Not Rated",""
"195160100","Herb & Dorothy 50X50","Not Rated",""
"195180100","Parkland","PG-13","for bloody sequences of ER trauma procedures, some violent images and language, and smoking throughout."
"195190100","Let the Fire Burn","Not Rated",""
"195230100","Nuclear Nation","Not Rated",""
"195240100","Het nieuwe Rijksmuseum","Not Rated",""
"195310100","Sparrows Dance","Not Rated",""
"195320100","Money for Nothing: Inside the Federal Reserve","Not Rated",""
"195330100","Zero Charisma","Not Rated",""
"195340100","American Promise","Not Rated",""
"195350100","The Broken Circle Breakdown","Not Rated",""
"195360100","Sal","Not Rated",""
"195370100","Mission Park","R",""
"195400100","The Investigator","PG-13","for some drug material and a scene of violence."
"195430100","Man of Tai Chi","R","for violence."
"195440100","Reasonable Doubt","R","for violence and language."
"195460100","Snake and Mongoose","PG-13","for smoking throughout and some language."
"195470100","The Judge","R","for language including some sexual references."
"195480100","The Interview","R","for pervasive language, crude and sexual humor, nudity, some drug use and bloody violence."
"195500100","Men at Lunch","Not Rated",""
"195510100","Design is One","Not Rated",""
"195520100","Birth of the Living Dead","Not Rated",""
"195530100","The Hero of Color City","G",""
"195540100","I Am Breathing","Not Rated",""
"195550100","Red Obsession","Not Rated",""
"195560100","GMO OMG","Not Rated",""
"195570100","Tian zhu ding","Not Rated",""
"195580100","The Inevitable Defeat of Mister and Pete","R","for language, some drug use and sexual content."
"195590100","Camille Claudel: 1915","Not Rated",""
"195600100","Haunter","Not Rated",""
"195620100","Le passé","PG-13","for mature thematic material and brief strong language."
"195630100","The Invisible Woman","R","for some sexual content."
"195640100","Monster Trucks","PG-13","for action, peril, brief scary images, and some rude humor."
"195650100","Jamel Shabazz: Street Photographer","Not Rated",""
"195740100","Best Night Ever","R","for strong crude and sexual content throughout, language, graphic nudity and drug use."
"195800100","Force of Execution","R","for strong violence throughout, sexual content/nudity and pervasive language."
"195810100","Four","R","for sexual content, language and brief drug use."
"195820100","Inequality for All","PG","for thematic elements, some violence, language and smoking images."
"195860100","Pulling Strings","PG","for language and brief smoking."
"195890100","Yip Man: Jung gik yat jin","PG-13","for martial arts violence and some drug material."
"195900100","The Short Game","PG","for some language."
"195910100","Five Dances","Not Rated",""
"195920100","I Used to Be Darker","Not Rated",""
"195940100","Neighbors","R","for pervasive language, strong crude and sexual content, graphic nudity, and drug use throughout."
"195960100","InSpectres","Not Rated",""
"196000100","Muscle Shoals","PG","for thematic elements, language, smoking and brief partial nudity."
"196010100","Alone Yet Not Alone","PG-13","for violence."
"196040100","Clown","R","for horror violence and gore, and for language."
"196060100","I Spit on Your Grave 2","R","for strong sadistic violence, torture and rape, graphic nudity, language and some drug content."
"196070100","Ice Soldiers","R","for violence and nudity."
"196090100","Grupo 7","Not Rated",""
"196100100","Generation Iron","PG-13","for thematic material and brief strong language."
"196120100","Teenage","Not Rated",""
"196140100","Shuddh Desi Romance","Not Rated",""
"196160100","Poklosie","Not Rated",""
"196170100","Le Week-End","R","for language and some sexual content."
"196180100","Foxcatcher","R","for some drug use and a scene of violence."
"196190100","Paranormal Activity: The Marked Ones","R","for pervasive language, some violence, graphic nudity and some drug\nuse."
"196200100","Ted 2","R","for crude and sexual content, pervasive language, and some drug use."
"196210100","Implanted","Not Rated",""
"196230100","Scooby-Doo: Stage Fright","Not Rated",""
"196270100","Alan Partridge","R","for language, brief violence and nudity."
"196280100","Million Dollar Arm","PG","for mild language and some suggestive content."
"196320100","Gallows Hill","R","for bloody horror violence, some nudity and brief language."
"196330100","Great Expectations","PG-13","for some violence including disturbing images."
"196340100","In Fear","R","for some disturbing violent content and terror, and for language."
"196380100","Batman v Superman: Dawn of Justice","PG-13","for intense sequences of violence and action throughout, and some sensuality."
"196390100","Les 4 soldats","Not Rated",""
"196400100","Boule et Bill","Not Rated",""
"196430100","Informant","Not Rated",""
"196440100","Feichang Xingyun","Not Rated",""
"196450100","Escape from Tomorrow","Not Rated",""
"196470100","Winter’s Tale","PG-13","for violence and some sensuality."
"196480100","Chappie","R","for violence, language and brief nudity."
"196490100","Diana","PG-13","for brief strong language, some sensuality and smoking."
"196500100","Final: The Rapture","PG-13","for elements of violence."
"196540100","Big Ass Spider","PG-13","for sci-fi violence and gore."
"196560100","The Den","R","for strong bloody violence, terror, some sexuality, graphic nudity and language."
"196580100","Los Ilusionautas","PG","for mild peril and rude humor."
"196590100","The Green Inferno","R","for aberrant violence and torture, grisly disturbing images, brief graphic nudity, sexual content, language and some drug use."
"196600100","Linsanity","PG","for some thematic elements."
"196610100","My Son","R","for some violence and drug use."
"196730100","Jerusalem","Not Rated",""
"196740100","Vikingdom","Not Rated",""
"196750100","Shepard & Dark","Not Rated",""
"196770100","The Armstrong Lie","R","for language."
"196800100","Get on Up","PG-13","for sexual content, drug use, some strong language, and violent situations."
"196840100","Satyagraha","Not Rated",""
"196910100","Girl on a Bicycle","R","for some sexuality, nudity and language."
"196980100","Illumination Entertainment Mini-Movie Collection","Not Rated",""
"196990100","God Loves Uganda","Not Rated",""
"197000100","Go For Sisters","Not Rated",""
"197010100","On The Job","Not Rated",""
"197020100","Jewtopia","Not Rated",""
"197030100","The Art of the Steal","R","for language throughout including some sexual references."
"197040100","Besharam","Not Rated",""
"197050100","The Square","Not Rated",""
"197060100","The Lunchbox","PG","for thematic material and smoking."
"197070100","Search Party","R","for language throughout, drug use, graphic nudity, and sexual content."
"197110100","La grande boucle","Not Rated",""
"197120100","Marius","Not Rated",""
"197130100","Fanny","Not Rated",""
"197140100","Dark Touch","Not Rated",""
"197150100","Kaze Tachinu","PG-13","for some disturbing images and smoking."
"197170100","Adult World","R","for sexual content and some drug use."
"197180100","The Adventurer: The Curse of the Midas Box","PG","for adventure action and violence, some peril and brief smoking."
"197220100","Hidden Away","PG-13","for violence, thematic elements and some sexuality."
"197230100","Island of Lemurs: Madagascar","G",""
"197240100","Journey to the South Pacific","G",""
"197250100","The Bag Man","R","for violence, sexual content and language."
"197260100","The Motel Life","R","for sexual content, language, some nudity, brief violent images, and drug references."
"197280100","The Saratov Approach","PG-13","for some violence."
"197300100","Torn","Not Rated",""
"197310100","Argento's Dracula 3D","Not Rated",""
"197320100","Broadway Idiot","Not Rated",""
"197330100","The Last Days on Mars","R","for violence and language."
"197340100","Paddington","PG","for mild action and rude humor."
"197360100","Né quelque part","Not Rated",""
"197420100","The Sacrament","R","for disturbing violent content including bloody images, language and brief drug use."
"197430100","Vi ar bast!","Not Rated",""
"197460100","Locke","R","for language throughout."
"197520100","Spinning Plates","Not Rated",""
"197530100","A Perfect Man","R","for language, some sexual content and brief drug use."
"197540100","A Case of You","R","for language, some sexual references and drug use."
"197550100","The Punk Singer","Not Rated",""
"197670100","I Will Follow You Into the Dark","Not Rated",""
"197690100","Hellbenders","R","for bloody violence, some disturbing images, pervasive language, sexual content and drug use."
"197700100","Big Sur","R","for some sexuality, nudity and language."
"197710100","Addicted","R","for strong sexual content, nudity, language and brief drug use."
"197720100","The Giver","PG-13","for a mature thematic image and some sci-fi action/violence."
"197730100","McFarland, USA","PG","for thematic material, some violence and language."
"197740100","Terraferma","R","for some language and brief nudity."
"197750100","Supesu Batorushippu Yamato","Not Rated",""
"197780100","The Human Scale","Not Rated",""
"197800100","Il Futuro","Not Rated",""
"197810100","Zaytoun","Not Rated",""
"197820100","The Ghosts in Our Machine","Not Rated",""
"197890100","Autoreiji: Biyondo","R",""
"197910100","Breathe In","R",""
"197930100","Collision","R","for violence, language and brief sexuality."
"197950100","Justin y la espada del valor","PG","for mild action and some rude humor."
"198100100","Atharintiki Daaredi","Not Rated",""
"198130100","Gwansang","Not Rated",""
"198170100","Northern Lights","Not Rated",""
"198180100","All Cheerleaders Die","Not Rated",""
"198190100","Last Love","Not Rated",""
"198200100","Into the Storm","PG-13","for sequences of intense destruction and peril, and language including some sexual references."
"198210100","Horrible Bosses 2","R","for strong crude sexual content and language throughout."
"198220100","The Star","PG","for some thematic elements."
"198230100","La marque des anges","Not Rated",""
"198240100","Watermark","PG","for some smoking images."
"198260100","Philomena","PG-13","on appeal for some strong language, thematic elements and sexual references."
"198280100","50 to 1","PG-13","for some suggestive material and a bar brawl."
"198320100","Brother's Keeper","PG-13","for thematic material, violence, disturbing images, and some teen drinking and\nsmoking."
"198330100","Enemies Closer","R","for strong violence and language."
"198350100","Gimme Shelter","PG-13","for mature thematic material involving mistreatment, some drug content, violence and language - all concerning teens."
"198360100","The Hunters","PG","for action/violence."
"198370100","Reisen til julestjernen","G",""
"198380100","The Longest Week","PG-13","for sexual content and smoking."
"198400100","Snezhnaya koroleva","PG","for mild action, rude humor and brief language."
"198430100","The Fault in Our Stars","PG-13","for thematic elements, some sexuality and brief strong language."
"198440100","I Am Divine","Not Rated",""
"198470100","Flores Raras","Not Rated",""
"198480100","Some Velvet Morning","Not Rated",""
"198490100","Sabotage","R","for strong bloody violence, pervasive language, some sexuality/nudity and drug use."
"198500100","Dhoom 3","Not Rated",""
"198510100","Dislecksia: The Movie","Not Rated",""
"198520100","Di Renjie zhi shendu longwang","Not Rated",""
"198610100","Ambush At Dark Canyon","R","for violence, language and a sexual reference."
"198620100","Angels Sing","PG","for mild thematic elements and brief language."
"198630100","Before I Go to Sleep","R","for some brutal violence and language."
"198640100","Begin Again","R","for language."
"198650100","Puncture Wounds","R","for strong violence, pervasive language, some sexual content and drug use."
"198660100","The Christmas Candle","PG","for mild thematic elements."
"198680100","Life of Crime","R","for language, some violence and language."
"198690100","Pete's Christmas","PG","for some mild language."
"198700100","Pororo, the Racing Adventure","G",""
"198710100","Menu degustacio","PG-13","for brief strong language."
"198720100","A Walk Among the Tombstones","R","for strong violence, disturbing images, language and brief nudity."
"198730100","Khumba","Not Rated",""
"198740100","People of a Feather","Not Rated",""
"198760100","The Pervert's Guide to Ideology","Not Rated",""
"198780100","Gekijoban Mahou Shojo Madoka Magica Shinpen Hangyoku no Monogatari","Not Rated",""
"198790100","Son of God","PG-13","for intense and bloody depiction of The Crucifixion, and for some sequences of\nviolence."
"198800100","Gone Girl","R","for a scene of bloody violence, some strong sexual content/nudity, and language."
"198810100","The Double","R","for language."
"198820100","The Grand Budapest Hotel","R","for language, some sexual content and violence."
"198840100","Ahí va el diablo","R",""
"198850100","Murder Eleven","R",""
"198870100","Fading Gigolo","R","for some sexual content, language and brief nudity."
"198880100","Housekeeping","PG-13","for bloody images and brief strong language."
"198910100","The Unknown Known","PG-13","for some disturbing images and brief nudity."
"198920100","The Wait","R","for some sexual content, brief nudity, language and drug use."
"198940100","Chastity Bites","Not Rated",""
"198950100","Les Salauds","Not Rated",""
"198970100","Justin Bieber’s Believe","PG","for brief language and mild thematic material."
"198980100","Nosferatu, eine Symphonie des Grauens","Not Rated",""
"199030100","Caucus","Not Rated",""
"199040100","At Berkeley","Not Rated",""
"199050100","The Immigrant","R",""
"199070100","Freezer","R","for language and some bloody violence."
"199080100","The Pretty One","R","for language and some sexual content."
"199090100","Repentance","R","for violence including torture, and language."
"199130100","Stalingrad","R","for sequences of war violence."
"199160100","Faust","Not Rated",""
"199170100","Contracted","Not Rated",""
"199180100","Weekend of a Champion","Not Rated",""
"199200100","Crimson Peak","R","for bloody violence, some sexual content and brief strong language."
"199220100","Les beaux jours","Not Rated",""
"199230100","The Anonymous People","Not Rated",""
"199250100","Niko 2: Lentajaveljekset","G",""
"199260100","Home Alone: The Holiday Heist","Not Rated",""
"199340100","Running from Crazy","Not Rated",""
"199350100","These Birds Walk","Not Rated",""
"199360100","Krrish 3","Not Rated",""
"199420100","Breakfast with Curtis","Not Rated",""
"199430100","Cavemen","R","for sexual content, nudity and language."
"199440100","Nurse 3D","R","for bloody violence, strong sexual content, language and some graphic nudity."
"199450100","The Scribbler","R","for violent images, some strong sexuality/nudity, and language."
"199460100","The Best of Me","PG-13","for sexuality, violence, some drug content and brief strong language."
"199460100","The Best of Me","PG-13","for sexuality, violence, some drug content and brief strong language."
"199500100","Winnie the Pooh: A Very Merry Pooh Year","G","NULL"
"199560100","Battle of the Damned","R","for violence throughout and language."
"199570100","Contest","PG","for some bullying, rude humor and language."
"199580100","In the Name of the King III","R","for violence and language."
"199590100","Knights of Badassdom","R","for horror violence, language throughout, some drug use and sexuality."
"199600100","Le dernier des injustes","PG-13","for some thematic material."
"199630100","The Swan Princess A Royal Family Tale","PG","for mild peril."
"199640100","Cesar Chavez","PG-13","for some violence and language."
"199660100","Date and Switch","R","for strong sexual content including crude dialogue, pervasive language, drug and alcohol use - all involving teens."
"199670100","Gabrielle","R","for some sexuality."
"199680100","Wakolda","PG-13","for thematic material and brief nudity."
"199690100","Justice League: War","PG-13","for sequences of violence and action, and some language."
"199720100","Cell","R","for disturbing violent content, terror, brief sexuality and language."
"199740100","The Railway Man","R","for disturbing prisoner of war violence."
"199750100","Unsere Mutter, unsere Vater","Not Rated",""
"199760100","Jamesy Boy","Not Rated",""
"199770100","Pozitia copiului","Not Rated",""
"199780100","In Secret","R","for sexual content and brief violent images."
"199790100","Only Lovers Left Alive","R","for language and brief nudity."
"199800100","Jersey Boys","R","for language throughout."
"199810100","Live by Night","R","for strong violence, language throughout, and some sexuality/nudity."
"199820100","Unfinished Business","R","for some strong risqué sexual content/graphic nudity, and for language and drug use."
"199830100","Spy!","R","for language throughout, violence, and some sexual content including brief graphic nudity."
"199870100","Life of a King","PG-13","for thematic elements, some drug content and brief violent images - all involving teens."
"199900100","This is Where I Leave You","R","for language, sexual content and some drug use."
"199940100","The Huntsman: Winter’s War","PG-13","for fantasy action violence and some sensuality."
"199970100","Alien: Covenant","R","for sci-fi violence, bloody images, language and some sexuality/nudity."
"200010100","The Captive","R","for language and some violence."
"200020100","La migiliore offerta","R","for some sexuality and graphic nudity."
"200030100","Soshite chichi ni naru","Not Rated",""
"200040100","Jimmy P.","Not Rated",""
"200050100","Elaine Stritch: Shoot Me","Not Rated",""
"200060100","Zwei Leben","Not Rated",""
"200070100","La grande bellezza","Not Rated",""
"200090100","Mission: Impossible—Rogue Nation","PG-13","for sequences of action and violence, and brief partial nudity."
"200100100","The Crash Reel","Not Rated",""
"200110100","A Year in Burgundy","Not Rated",""
"200120100","Toad Road","Not Rated",""
"200180100","Is the Man Who Is Tall Happy?","Not Rated",""
"200210100","Tôkyô monogatari","Not Rated",""
"200220100","Frontera","PG-13","for violence including a sexual assault, and brief strong language."
"200270100","Insidious Chapter 3","PG-13","for violence, frightening images, some language and thematic elements."
"200290100","13 Sins","R","for violence, bloody images and language."
"200330100","Afternoon of a Faun: Tanaquil Le Clercq","Not Rated",""
"200340100","Crave","Not Rated",""
"200370100","Raze","R","or strong brutal bloody violence throughout, and language."
"200380100","The Truth About Emanuel","Not Rated",""
"200390100","The Final Member","R","for phallic images, sexual references, graphic nudity and brief language."
"200400100","The Purge: Anarchy","R","for strong disturbing violence, and for language."
"200410100","Jane Got a Gun","R","for violence and some language."
"200420100","Dumb and Dumber To","PG-13","for crude and sexual humor, partial nudity, language and some drug references."
"200430100","Regression","R","for disturbing violent and sexual content, and for language."
"200440100","The Jungle Book","PG","for some sequences of scary action and peril."
"200450100","Alice Through the Looking Glass","PG","for fantasy action/peril and some language."
"200460100","Empire of Dirt","Not Rated",""
"200470100","Elle s'en va","Not Rated",""
"200480100","Ninja II: Shadow of a Tear","R","for violence and drug use."
"200580100","Blackhat","R","for violence and some language."
"200590100","The Boy Next Door","R","for violence, sexual content/nudity and language."
"200610100","Filth","R","for strong sexual content, graphic nudity, drug use, language and some violence."
"200620100","Violette","Not Rated",""
"200630100","Incubo sulla citta contaminata","R","NULL"
"200660100","Gladiatori di Roma","PG","for action violence, peril, some rude humor, language and mild sensuality."
"200670100","The Hungover Games","R","for crude and sexual content, nudity, language throughout, comic violence and drug use."
"200680100","Kids for Cash","PG-13","for some thematic material and language."
"200720100","The Town That Dreaded Sundown","R","for brutal violence, grisly images, strong sexual content, and language."
"200730100","Nymphomaniac: Volume II","Not Rated",""
"200750100","X-Men: Apocalypse","PG-13","for sequences of violence, action and destruction, brief strong language and some suggestive images."
"200770100","Nashville","R","NULL"
"200780100","Interior. Leather Bar.","Not Rated",""
"200810100","Welcome to the Jungle","Not Rated",""
"200820100","Barefoot","PG-13","for some sexual content including references, partial nudity, brief strong language and a scene of violence."
"200830100","Veronica Mars","PG-13","for sexuality including references, drug content, violence and some strong language."
"200840100","Blood Ties","R","for violence, pervasive language, some sexual content and brief drug use."
"200850100","Draft Day","PG-13","on appeal for brief strong language and sexual references."
"200860100","San Andreas","PG-13","for intense disaster action and mayhem throughout, and brief strong language."
"200870100","Jason Bourne","PG-13","for intense sequences of violence and action, and brief strong language."
"200880100","Diego Star","Not Rated",""
"200900100","Truth","Not Rated",""
"200920100","Grey Gardens","PG",""
"200940100","A Zombie Invasion","Not Rated",""
"200950100","Against the Wild","PG","for action and peril."
"200990100","Black Coffee","PG","for language including some sexual references, and for thematic material."
"201030100","For No Good Reason","R","for language, some drug content and brief sexual images."
"201060100","Jersey Shore Massacre","R","for graphic bloody horror violence, sexual content, nudity, language and brief drug material."
"201080100","The Letters","PG","for thematic material including some images of human suffering."
"201090100","The Machine","R","for violence and some language."
"201100100","Mobius","R","for sexuality, brief graphic nudity, and language."
"201120100","Tim's Vermeer","PG-13","for some strong language."
"201130100","Maidentrip","Not Rated",""
"201150100","Particle Fever","Not Rated",""
"201160100","L'image manquante","Not Rated",""
"201170100","The Retrieval","R","for some violence."
"201180100","Lucy","R","for strong violence, disturbing images, and sexuality."
"201210100","Grzeli nateli dgeebi","Not Rated",""
"201230100","Blood Brother","Not Rated",""
"201240100","Liv & Ingmar","Not Rated",""
"201300100","Authors Anonymous","PG-13","for some suggestive material."
"201320100","God’s Not Dead","PG","for thematic material, brief violence and an accident scene."
"201330100","Hot Tub Time Machine 2","R","for crude sexual content and language throughout, graphic nudity, drug use and\nsome violence."
"201350100","War of the World's Goliath","PG-13","for fantasy war violence including some disturbing images."
"201360100","Redwood Highway","PG-13","for thematic elements including a scene of menace."
"201400100","Ice Age: Collision Course","PG","for mild rude humor and some action/peril."
"201410100","Tricked","Not Rated",""
"201420100","The Selfish Giant","Not Rated",""
"201430100","Si Ren Ding Zhi","Not Rated",""
"201440100","If You Build It","Not Rated",""
"201470100","Run & Jump","Not Rated",""
"201480100","L'inconnu du lac","Not Rated",""
"201510100","7 cajas","Not Rated",""
"201520100","The Returned","Not Rated",""
"201530100","Grand Piano","R","for some language."
"201540100","Xi you xiang mo pian","PG-13","for fantasy violence including bloody images, some sexual content and partial nudity."
"201550100","Enemy","R","for some strong sexual content, graphic nudity and language."
"201560100","The Right Kind of Wrong","R","for sexual content, nudity and language."
"201570100","Cheap Thrills","Not Rated",""
"201580100","Rob the Mob","R","for pervasive language, some sexual material and brief drug use."
"201590100","Serbuan maut 2: Berandal","R","for sequences of strong bloody violence throughout, sexuality and language."
"201620100","Step Up All In","PG-13","for some language and suggestive material."
"201630100","The Lazarus Effect","PG-13","for intense sequences of horror violence, terror and some sexual references."
"201640100","The Divergent Series: Insurgent","PG-13","for intense violence and action throughout, some sensuality, thematic elements and brief language."
"201650100","Pan","PG","for fantasy action violence, language and some thematic material."
"201660100","Gods of Egypt","PG-13","for fantasy violence and action, and some sexuality."
"201670100","The Divergent Series: Allegiant","PG-13","for intense violence and action, thematic elements, and some partial nudity."
"201680100","Dancing in Jaffa","Not Rated",""
"201690100","The Trip to Italy","Not Rated",""
